GTRD peaks ID,UniProt ID,Cell Line,Treatment,Antibody,TFClass,Species,PubMed,GEO,ENCODE,Peak calls participated in analysis
PEAKS020306,NRF1_HUMAN,HeLa-S3,,Nrf1, 0.0.6.0.1,Homo sapiens,,GSM935636,wgEncodeEH000723,993
PEAKS010478,ESR1_HUMAN,MCF7,,ER, 2.1.1.2.1,Homo sapiens,21164480,"GSM594603,GSE24166",,992
PEAKS020197,CTCF_HUMAN,HMF,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749665,GSM749675",wgEncodeEH000985,989
PEAKS030161,NFYB_HUMAN,LoVo,,NFYB, 4.2.1.0.2,Homo sapiens,23953112,,,989
PEAKS030322,RUNX1_HUMAN,LoVo,,RUNX1, 6.4.1.0.2,Homo sapiens,23953112,,,989
PEAKS010129,STAT6_HUMAN,CD4+ T cells,Act for 4hr,stat6, 6.2.1.0.7,Homo sapiens,20620947,"GSM445806,GSE17850",,988
PEAKS020222,E2F1_HUMAN,HeLa-S3,,E2F1, 3.3.2.1.1,Homo sapiens,,GSM935484,wgEncodeEH000699,988
PEAKS020268,CTCF_HUMAN,HSMM,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM733762,wgEncodeEH000110,988
PEAKS030082,NR5A2_HUMAN,LoVo,,NR5A2, 2.1.5.0.2,Homo sapiens,23953112,,,988
PEAKS010152,FLI1_MOUSE,CD8 Gata3 KO,,"Fli1 (santa cruz, cat#sc356X, Lot#L0407)", 3.5.2.1.5,Mus musculus,21867929,"GSM654873,GSE20898",,988
PEAKS010402,GATA2_HUMAN,K562,,GATA2, 2.2.1.1.2,Homo sapiens,19941826,"GSM467648,GSE18868",,987
PEAKS010438,EVX2_HUMAN,LS180 cells,vehicle control,CDX2, 3.1.1.10.2,Homo sapiens,22108803,"GSM791413,GSE31939",,987
PEAKS020018,USF1_HUMAN,SK-N-SH_RA,,USF1_(SC-8983), 1.2.6.2.1,Homo sapiens,,GSM803472,wgEncodeEH001621,987
PEAKS020032,MAFK_HUMAN,HepG2,,MafK_(SC-477), 1.1.3.2.3,Homo sapiens,,GSM935610,wgEncodeEH001850,987
PEAKS020082,STAT1_HUMAN,K562,IFNa6h,STAT1, 6.2.1.0.1,Homo sapiens,,GSM935471,wgEncodeEH000664,987
PEAKS030247,MITF_HUMAN,LoVo,,MITF, 1.2.6.1.4,Homo sapiens,23953112,,,987
PEAKS010228,MYC_HUMAN,FB8470,,cMYC, 1.2.6.5.1,Homo sapiens,22090374,"GSE32692,GSM808762,GSM808761",,986
PEAKS000504,GCR_HUMAN,HeLa B2,TA,anti GR, 2.1.1.1.1,Homo sapiens,21750107,"GSM604649,GSE24518",,985
PEAKS010122,ANDR_HUMAN,LNCaP,ethanol,AR, 2.1.1.1.4,Homo sapiens,20478527,"GSM353643,GSE14092",,985
PEAKS010125,ERG_HUMAN,metastatic prostate cancer tissue,,ERG, 3.5.2.1.6,Homo sapiens,20478527,"GSM353652,GSE14092",,985
PEAKS010164,ESR1_HUMAN,ECC1 breast cancer cells,E2,sc-543, 2.1.1.2.1,Homo sapiens,21179027,"GSM589243,GSE23893",,985
PEAKS010205,NR2C2_HUMAN,HeLa-S3,,rabbit anti TR4 (JD Engel lab), 2.1.3.4.2,Homo sapiens,21126370,"GSM608160,GSM608159,GSE24685",,985
PEAKS010210,FOS_HUMAN,K562,24 hours following induction with TPA,FOS, 1.1.2.1.1,Homo sapiens,20959602,"GSM610336,GSE24777",,985
PEAKS010409,RXRA_HUMAN,LS180 cells,vehicle control,RXR, 2.1.3.1.1,Homo sapiens,22108803,"GSM791405,GSE31939",,985
PEAKS000505,GCR_HUMAN,HeLa B2,TNF?,anti GR, 2.1.1.1.1,Homo sapiens,21750107,"GSM604650,GSE24518",,984
PEAKS010000,STAT1_HUMAN,HeLa S3,IFN gamma,sc-345, 6.2.1.0.1,Homo sapiens,19122651,"GSM320736,GSE12782",,984
PEAKS010117,ERG_HUMAN,RWPE - GUS control stable cell line,,ERG, 3.5.2.1.6,Homo sapiens,20478527,"GSM353650,GSE14092",,984
PEAKS010343,GATA2_HUMAN,megakaryocytes cultured from cord blood CD34-positive cells,,GATA2, 2.2.1.1.2,Homo sapiens,21571218,"GSM607950,GSE24674",,984
PEAKS010395,CTCF_HUMAN,BJAB,,CTCF, 2.3.3.50.1,Homo sapiens,21964334,"GSM782156,GSE31485",,984
PEAKS020020,ZN263_HUMAN,K562,,ZNF263, 2.3.3.0.79,Homo sapiens,,GSM935532,wgEncodeEH000630,984
PEAKS020029,JUN_HUMAN,HepG2,,c-Jun, 1.1.1.1.1,Homo sapiens,,GSM935364,wgEncodeEH001794,984
PEAKS020224,ATF1_HUMAN,K562,,ATF1_(06-325), 1.1.7.1.2,Homo sapiens,,GSM935340,wgEncodeEH002865,984
PEAKS030308,SOX2_HUMAN,LoVo,,SOX2, 4.1.1.2.2,Homo sapiens,23953112,,,984
PEAKS010012,EOMES_HUMAN,H9 hESC,,EOMES, 6.5.2.0.2,Homo sapiens,21245162,"GSM640691,GSE26097",,983
PEAKS010026,ZN274_HUMAN,GM12878,,abnova mouse polyclonal anti-ZNF274, 2.3.3.0.6,Homo sapiens,21170338,"GSM607488,GSE24632,GSM607487",,983
PEAKS010151,KLF4_HUMAN,H1,,KLF4, 2.3.1.2.4,Homo sapiens,19829295,"GSM447584,GSE17917",,983
PEAKS010162,ESR1_HUMAN,T47D breast cancer cells,ETOH (ethanol),sc-543, 2.1.1.2.1,Homo sapiens,21179027,"GSM589238,GSE23893",,983
PEAKS010297,NCOA1_HUMAN,LY2,tamoxifen,SRC1, 1.2.5.3.1,Homo sapiens,22072566,"GSM717979,GSE28987",,983
PEAKS010522,MYC_HUMAN,HepG2,,sc-764X, 1.2.6.5.1,Homo sapiens,21750106,"GSM748541,GSM748542,GSE30226,GSM748540",,983
PEAKS010615,FOXA1_HUMAN,MCF-7 breast cancer cell line,estradiol,anti-FoxA1, 3.3.1.1.1,Homo sapiens,21572391,"GSM588930,GSE23852",,983
PEAKS020004,CTCF_HUMAN,GM12873,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749686,GSM1022629,GSM749730",wgEncodeEH000450,983
PEAKS020260,FOS_HUMAN,K562,,c-Fos, 1.1.2.1.1,Homo sapiens,,GSM935355,wgEncodeEH000619,983
PEAKS030187,BBX_HUMAN,LoVo,,BBX, 4.1.1.9.3,Homo sapiens,23953112,,,983
PEAKS010500,GATA3_MOUSE,Double positive cells,,"anti-Gata3 (558686, BD bioscience)", 2.2.1.1.3,Mus musculus,21867929,"GSE20898,GSM523222,GSM742021",,983
PEAKS010153,ESR1_HUMAN,estrogen-responsive breast cancer,"hormone starved for 3 days, treated with 1% ethanol for 45 minutes",Estrogen Receptor (ER), 2.1.1.2.1,Homo sapiens,20056654,"GSM470418,GSE19013",,982
PEAKS010233,MYC_HUMAN,MCF7,,cMYC, 1.2.6.5.1,Homo sapiens,22090374,"GSM808755,GSE32692,GSM808754",,982
PEAKS010285,CEBPA_HUMAN,K562-C/EBPA,bmp,CEBP, 1.1.8.1.1,Homo sapiens,22036566,"GSM788364,GSE29195",,982
PEAKS010334,ETS1_HUMAN,RWPE-1,,"ETS1(Santa Cruz Biotechnology, cat# sc-350, lot# E1010)", 3.5.2.1.1,Homo sapiens,22012618,"GSM738821,GSE29808",,982
PEAKS010408,ESR1_HUMAN,H3396 cells,ethanol,ERa, 2.1.1.2.1,Homo sapiens,21632823,"GSM801057,GSE32349",,982
PEAKS020151,KAISO_HUMAN,HepG2,,ZBTB33, 2.3.2.1.12,Homo sapiens,,GSM803449,wgEncodeEH001503,982
PEAKS020262,E2F4_HUMAN,GM12878,,E2F4, 3.3.2.1.4,Homo sapiens,,GSM935330,wgEncodeEH002867,982
PEAKS030383,IRF2_HUMAN,LoVo,,IRF2, 3.5.3.0.2,Homo sapiens,23953112,,,982
PEAKS010028,NR2C2_HUMAN,K562,,rabbit anti TR4 (JD Engel lab), 2.1.3.4.2,Homo sapiens,21126370,"GSE24685,GSM608154,GSM608153",,981
PEAKS010294,AP2C_HUMAN,MCF-7 breast cancer cell line,ethanol,sc-8977 (H-77), 1.3.1.0.3,Homo sapiens,21572391,"GSM588927,GSE23852",,981
PEAKS010616,ESR1_HUMAN,MCF7,Estrogen,ER, 2.1.1.2.1,Homo sapiens,21164480,"GSM594602,GSE24166",,981
PEAKS020230,ZN274_HUMAN,K562,,ZNF274, 2.3.3.0.6,Homo sapiens,,GSM935479,wgEncodeEH000696,981
PEAKS000541,FLI1_HUMAN,HUVEC,,HA, 3.5.2.1.5,Homo sapiens,,"GSM790211,GSE31838",,980
PEAKS000542,VDR_HUMAN,LS180 cells,vehicle control,VDR, 2.1.2.4.1,Homo sapiens,22108803,"GSM791403,GSE31939",,980
PEAKS010019,NFYA_HUMAN,K562,,"NFYA (Santa Cruz H-209 sc-10779, Lot D2408)", 4.2.1.0.1,Homo sapiens,21822215,"GSM648587,GSE26439",,980
PEAKS010128,FOS_HUMAN,umbilical vein endothelial cells,,cfos, 1.1.2.1.1,Homo sapiens,21808000,"GSE29531,GSM730704,GSM730703",,980
PEAKS010362,P53_HUMAN,U2OS,Etoposide,?-p53-pS15 (Cell Signaling), 6.3.1.0.1,Homo sapiens,21394211,"GSM545812,GSE21939",,980
PEAKS010365,CTCF_HUMAN,H1,,07-079, 2.3.3.50.1,Homo sapiens,21106903,"GSM624077,GSE25416",,980
PEAKS010474,STA5A_HUMAN,T cell,,STAT5A, 6.2.1.0.5,Homo sapiens,21516110,"GSM671399,GSE27158",,980
PEAKS010290,E2F1_HUMAN,MCF7 cell line stably expressing HA ER E2F1ГЋ?N/C mutant,,"mouse anti-HA (Covance, catalog # MMS-101P)", 3.3.2.1.1,Homo sapiens,21310950,"GSM699988,GSE28286",,979
PEAKS010436,CEBPB_HUMAN,LS180 cells,vehicle control,CEBPb, 1.1.8.1.2,Homo sapiens,22108803,"GSM791411,GSE31939",,979
PEAKS010393,CTCF_HUMAN,BL41,,CTCF, 2.3.3.50.1,Homo sapiens,21964334,"GSM782158,GSE31485",,978
PEAKS010407,CTCF_HUMAN,HUVEC,,07-079, 2.3.3.50.1,Homo sapiens,21106903,"GSM624079,GSE25416",,978
PEAKS010023,NR2C2_HUMAN,HepG2,,rabbit anti TR4 (JD Engel lab), 2.1.3.4.2,Homo sapiens,21126370,"GSM608156,GSE24685,GSM608155",,977
PEAKS010116,ERG_HUMAN,RWPE - ERG overexpression stable cell line,,ERG, 3.5.2.1.6,Homo sapiens,20478527,"GSM353649,GSE14092",,977
PEAKS010132,ESR1_HUMAN,H3396,E2,ER-alpha, 2.1.1.2.1,Homo sapiens,21642965,"GSE32332,GSM811212,GSM811213",,977
PEAKS010229,CTCF_HUMAN,H54,,CTCF, 2.3.3.50,Homo sapiens,22090374,"GSE32692,GSM808772,GSM808771",,977
PEAKS010235,P53_HUMAN,Saos-2,,DO1 against p53, 6.3.1.0.1,Homo sapiens,21459846,"GSE15780,GSM501691,GSM501692",,977
PEAKS010262,NFYB_HUMAN,K562,,"NFYB (Diagenode pAb-007-100, Lot TF-0010)", 4.2.1.0.2,Homo sapiens,21822215,"GSM648588,GSE26439",,977
PEAKS010266,ETV1_HUMAN,GIST48,,"anti-ETV1 (Abcam Ab81086, lot#787879)", 3.5.2.2.4,Homo sapiens,20927104,"GSM558678,GSE22441",,977
PEAKS010472,STAT4_HUMAN,T cell,,STAT4, 6.2.1.0.4,Homo sapiens,21516110,"GSM671397,GSE27158",,977
PEAKS020001,NANOG_HUMAN,H1-hESC,,NANOG_(SC-33759), 3.1.2.12.1,Homo sapiens,,GSM803437,wgEncodeEH001635,977
PEAKS020075,MXI1_HUMAN,HeLa-S3,,Mxi1_(AF4185), 1.2.6.7.5,Homo sapiens,,GSM935498,wgEncodeEH001826,977
PEAKS020223,CTCF_HUMAN,HeLa-S3,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749729,GSM749739",wgEncodeEH000398,977
PEAKS020236,FOXA1_HUMAN,HepG2,,FOXA1_(SC-101058), 3.3.1.1.1,Homo sapiens,,GSM803432,wgEncodeEH001630,977
PEAKS020264,REST_HUMAN,SK-N-SH,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM803335,wgEncodeEH001547,977
PEAKS020271,FOXA1_HUMAN,ECC-1,DMSO_0.02pct,FOXA1_(SC-6553), 3.3.1.1.1,Homo sapiens,,GSM803444,wgEncodeEH001586,977
PEAKS020313,TYY1_HUMAN,GM12878,,YY1, 2.3.3.9.1,Homo sapiens,,GSM935482,wgEncodeEH000695,977
PEAKS020324,CTCF_HUMAN,AG09319,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749728,GSM749723",wgEncodeEH000978,977
PEAKS020336,USF1_HUMAN,GM12878,,USF-1, 1.2.6.2.1,Homo sapiens,,GSM803347,wgEncodeEH001468,977
PEAKS010024,NR2C2_HUMAN,GM12878,,rabbit anti TR4 (JD Engel lab), 2.1.3.4.2,Homo sapiens,21126370,"GSM608158,GSM608157,GSE24685",,976
PEAKS010121,ANDR_HUMAN,VCaP,R1881,AR, 2.1.1.1.4,Homo sapiens,20478527,"GSM353646,GSE14092",,976
PEAKS010131,ESR1_HUMAN,H3396,E2,ER-alpha, 2.1.1.2.1,Homo sapiens,21642965,"GSE32332,GSM811210,GSM811211",,976
PEAKS010251,VDR_HUMAN,THP-1,"1?,25(OH)2D3",VDR, 2.1.2.4.1,Homo sapiens,21846776,"GSM678269,GSE27437",,976
PEAKS010263,GABPA_HUMAN,CD34+CD133+ hematopoietic progenitor cells (HPCs),,anti-GABP-alpha (sc-22810), 3.5.2.1.4,Homo sapiens,21139080,"GSM612960,GSE24933",,976
PEAKS010298,NCOA1_HUMAN,LY2,,sc-8995, 1.2.5.3.1,Homo sapiens,22072566,"GSM717978,GSE28987",,976
PEAKS010413,CTCF_HUMAN,K562,,07-079, 2.3.3.50.1,Homo sapiens,21106903,"GSM624080,GSE25416",,976
PEAKS020002,REST_HUMAN,PANC-1,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM803370,wgEncodeEH001552,976
PEAKS020028,SP1_HUMAN,GM12878,,SP1, 2.3.1.1.1,Homo sapiens,,GSM803363,wgEncodeEH001496,976
PEAKS020080,SP1_HUMAN,A549,EtOH_0.02pct,SP1, 2.3.1.1.1,Homo sapiens,,GSM1010813,wgEncodeEH002274,976
PEAKS000509,TF65_HUMAN,"HeLa B2, GR KO",DMSO,anti p65, 6.1.1.2.1,Homo sapiens,21750107,"GSM604654,GSE24518",,975
PEAKS010021,FOXA1_HUMAN,T47D,E2,"FOXA1 - Cat# AB4124, Chemicon", 3.3.1.1.1,Homo sapiens,21179027,"GSM659795,GSE26831",,975
PEAKS010482,TF65_HUMAN,GM18951,TNF-alpha induced (6h),NF?B p65 (C-20) rabbit polyclonal antibody, 6.1.1.2.1,Homo sapiens,20299548,"GSM486305,GSM486306,GSM486307,GSM486308,GSE19485",,975
PEAKS010588,SMAD1_HUMAN,Hematopoietic Stem & Progenitor Cells,,SMAD1, 7.1.1.1.1,Homo sapiens,22036566,"GSM722400,GSE29194,GSM722399",,975
PEAKS010604,FOS_HUMAN,GM12878,,c-Fos, 1.1.2.1.1,Homo sapiens,21811232,"GSM754332,GSE30399",,975
PEAKS010641,ANDR_HUMAN,LNCaP-1F5,,AR, 2.1.1.1.4,Homo sapiens,21915096,"GSE30623,GSM759657,GSM759658",,975
PEAKS020026,CTCF_HUMAN,HBMEC,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749743,GSM749710",wgEncodeEH000981,975
PEAKS020310,SRF_HUMAN,H1-hESC,,SRF, 5.1.2.0.1,Homo sapiens,,GSM803425,wgEncodeEH001533,975
PEAKS020345,CTCF_HUMAN,GM12865,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM1022636,GSM749740,GSM749725",wgEncodeEH000448,975
PEAKS030181,HEYL_HUMAN,LoVo,,HEYL, 1.2.4.1.10,Homo sapiens,23953112,,,975
PEAKS030296,HXC8_HUMAN,LoVo,,HOXC8, 3.1.1.7.2,Homo sapiens,23953112,,,975
PEAKS010274,CEBPA_MOUSE,3T3-L1 preadipocyte cell line,4 hours of differentiation,C/EBPdelta, 1.1.8.1.4,Mus musculus,21427703,"GSM686975,GSE27826",,975
PEAKS010029,SMRC1_HUMAN,HeLa S3 cells (ATCC/National Cell Culture Center),,"anti-BAF155 (H-76), Santa Cruz Biotechnology, sc-10756", 3.5.1.6.3,Homo sapiens,21408204,"GSM601400,GSE24397",,974
PEAKS010030,SMRC2_HUMAN,HeLa S3 cells (ATCC/National Cell Culture Center),,"anti-BAF170 (H-116), Santa Cruz Biotechnology, sc-10757", 3.5.1.6.4,Homo sapiens,21408204,"GSM601401,GSE24397",,974
PEAKS010192,VDR_HUMAN,GM10855,,sc-1008, 2.1.2.4.1,Homo sapiens,20736230,"GSE22484,GSM558630,GSM558631",,974
PEAKS010275,TF7L2_HUMAN,K562,bio,TCF7L2, 4.1.3.0.3,Homo sapiens,22036566,"GSM722418,GSM722419,GSE29195",,974
PEAKS010654,VDR_HUMAN,GM10861,calcitriol,sc-1008, 2.1.2.4.1,Homo sapiens,20736230,"GSM558637,GSM558636,GSE22484",,974
PEAKS020085,BACH1_HUMAN,K562,,Bach1_(sc-14700), 1.1.1.2.5,Homo sapiens,,GSM935576,wgEncodeEH002846,974
PEAKS020153,MEF2A_HUMAN,K562,,MEF2A, 5.1.1.1.1,Homo sapiens,,GSM803379,wgEncodeEH001663,974
PEAKS030259,ZBT24_HUMAN,LoVo,,ZBTB24, 2.3.3.0.55,Homo sapiens,23953112,,,974
PEAKS010025,ZN274_HUMAN,HelaS3,,abnova mouse polyclonal anti-ZNF274, 2.3.3.0.6,Homo sapiens,21170338,"GSE24632,GSM607485,GSM607486",,973
PEAKS010127,GATA2_HUMAN,umbilical vein endothelial cells,,gata2, 2.2.1.1.2,Homo sapiens,21808000,"GSE29531,GSM730702,GSM730701",,973
PEAKS020078,TYY1_HUMAN,GM12878,,YY1_(SC-281), 2.3.3.9.1,Homo sapiens,,GSM803406,wgEncodeEH001657,973
PEAKS020245,MAX_HUMAN,HeLa-S3,,Max, 1.2.6.5.5,Homo sapiens,,GSM935405,wgEncodeEH002830,973
PEAKS020277,RCOR1_HUMAN,HeLa-S3,,COREST_(sc-30189), 3.5.1.2.3,Homo sapiens,,GSM935578,wgEncodeEH002844,973
PEAKS020344,BC11A_HUMAN,H1-hESC,,BCL11A, 2.3.4.15.1,Homo sapiens,,GSM803476,wgEncodeEH001625,973
PEAKS020354,STA5A_HUMAN,K562,,STAT5A_(SC-74442), 6.2.1.0.5,Homo sapiens,,GSM1010877,wgEncodeEH002347,973
PEAKS010130,GATA3_HUMAN,MCF-7,,GATA3, 2.2.1.1.3,Homo sapiens,21878914,"GSM720423,GSE29073",,972
PEAKS010232,CTCF_HUMAN,FB8470,,CTCF, 2.3.3.50.1,Homo sapiens,22090374,"GSE32692,GSM808759,GSM808760",,972
PEAKS010237,STAT6_HUMAN,CD4+ T cells,Act+IL-4 for 1hr,stat6, 6.2.1.0.7,Homo sapiens,20620947,"GSM445805,GSE17850",,972
PEAKS010254,VDR_HUMAN,THP-1,,VDR, 2.1.2.4.1,Homo sapiens,21846776,"GSM678268,GSE27437",,972
PEAKS010257,FOXH1_HUMAN,H9,,R&D Systems AF4248, 3.3.1.8.1,Homo sapiens,21741376,"GSM727564,GSE29422",,972
PEAKS010314,CTCF_HUMAN,CD36,BRG1 RNAi KD,07-729, 2.3.3.50.1,Homo sapiens,21795385,"GSM651543,GSE26501",,972
PEAKS010587,GATA3_HUMAN,MCF-7,estradiol (E2),GATA3, 2.2.1.1.3,Homo sapiens,21878914,"GSM720422,GSE29073",,972
PEAKS010590,TF7L2_HUMAN,Hematopoietic Stem & Progenitor Cells,,TCF7L2, 4.1.3.0.3,Homo sapiens,22036566,"GSM722401,GSM722402,GSE29194",,972
PEAKS020280,SRF_HUMAN,GM12878,,SRF, 5.1.2.0.1,Homo sapiens,,GSM803477,wgEncodeEH001624,972
PEAKS020360,JUN_HUMAN,HUVEC,,c-Jun, 1.1.1.1.1,Homo sapiens,,GSM935278,wgEncodeEH000719,972
PEAKS000517,GCR_HUMAN,"HeLa B2, p65 KO",DMSO,anti GR, 2.1.1.1.1,Homo sapiens,21750107,"GSM604662,GSE24518",,971
PEAKS010020,NKX31_HUMAN,LNCaP androgen-dependent prostate cancer cell line,DHT,sc-15022, 3.1.2.16.1,Homo sapiens,,"GSM699633,GSE28264",,971
PEAKS010123,ANDR_HUMAN,LNCaP,R1881,AR, 2.1.1.1.4,Homo sapiens,20478527,"GSM353644,GSE14092",,971
PEAKS010366,CTCF_HUMAN,HelaS3,,07-079, 2.3.3.50.1,Homo sapiens,21106903,"GSM624078,GSE25416",,971
PEAKS010432,SMAD2_HUMAN,H9,,sc-8332, 7.1.1.1.2,Homo sapiens,21741376,"GSM727557,GSE29422",,971
PEAKS020041,HNF4A_HUMAN,HepG2,forskolin,HNF4A, 2.1.3.2.1,Homo sapiens,,GSM935619,wgEncodeEH000753,971
PEAKS020074,SP1_HUMAN,H1-hESC,,SP1, 2.3.1.1.1,Homo sapiens,,GSM803377,wgEncodeEH001529,971
PEAKS020250,CTCF_HUMAN,GM12878,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749706,GSM749704",wgEncodeEH000394,971
PEAKS010015,ESR1_HUMAN,MCF7,,, 2.1.1.2.1,Homo sapiens,,"GSM836126,GSE33804",,970
PEAKS010204,ELK4_HUMAN,HeLa-S3,,sc-13030X, 3.5.2.2.3,Homo sapiens,21126370,"GSM608161,GSE24685,GSM608162",,970
PEAKS010385,FOXA1_HUMAN,LNCaP-1F5,siFoxA1,FoxA1, 3.3.1.1.1,Homo sapiens,21915096,"GSE30623,GSM759663,GSM759664",,970
PEAKS020010,HTF4_HUMAN,HepG2,,TCF12, 1.2.1.0.3,Homo sapiens,,GSM803336,wgEncodeEH001544,970
PEAKS020058,FOS_HUMAN,MCF10A-Er-Src,4OHTAM_1uM_36hr,c-Fos, 1.1.2.1.1,Homo sapiens,,GSM935396,wgEncodeEH002839,970
PEAKS020143,MAX_HUMAN,HepG2,,Max, 1.2.6.5.5,Homo sapiens,,GSM935406,wgEncodeEH002796,970
PEAKS020150,MAX_HUMAN,GM12878,,Max, 1.2.6.5.5,Homo sapiens,,GSM935518,wgEncodeEH002806,970
PEAKS020272,CTCF_HUMAN,AG09309,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749750,GSM749680",wgEncodeEH000977,970
PEAKS020454,E2F4_HUMAN,HeLa-S3,,E2F4, 3.3.2.1.4,Homo sapiens,,GSM935365,wgEncodeEH000689,970
PEAKS010333,E2F1_HUMAN,MCF7 cell line stably expressing HA ER E2F1ГЋ?C mutant,,"mouse anti-HA (Covance, catalog # MMS-101P)", 3.3.2.1.1,Homo sapiens,21310950,"GSM699987,GSE28286",,969
PEAKS020246,CTCF_HUMAN,GM12864,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749762,GSM749676,GSM1022664",wgEncodeEH000447,969
PEAKS020304,CTCF_HUMAN,K562,,CTCF_(SC-5916), 2.3.3.50.1,Homo sapiens,,GSM1010820,wgEncodeEH002279,969
PEAKS020312,KAISO_HUMAN,HepG2,,ZBTB33, 2.3.2.1.12,Homo sapiens,,GSM803418,wgEncodeEH001642,969
PEAKS010371,P53_HUMAN,U2OS,Etoposide,DO1 (BD PharMingen), 6.3.1.0.1,Homo sapiens,21394211,"GSM545808,GSE21939",,968
PEAKS010415,FOS_HUMAN,K562,,Fos, 1.1.2.1.1,Homo sapiens,20139302,"GSM487426,GSE19546",,968
PEAKS010479,HSF1_HUMAN,Mesenchymal stem cells-derived adipocytes,,sc-9144X, 3.4.1.0.1,Homo sapiens,21655096,"GSM599839,GSE24326",,968
PEAKS020000,CTCF_HUMAN,HepG2,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749715,GSM749683",wgEncodeEH000401,968
PEAKS020047,GATA1_HUMAN,K562,,GATA-1, 2.2.1.1.1,Homo sapiens,,GSM935540,wgEncodeEH000638,968
PEAKS000523,CTCF_MOUSE,bone marrow,,CTCF (Millipore 07-729), 2.3.3.50.1,Mus musculus,21606361,"GSM644975,GSE26257",,968
PEAKS010239,STAT6_HUMAN,CD4+ T cells,,stat6, 6.2.1.0.7,Homo sapiens,20620947,"GSM445803,GSE17850",,967
PEAKS010335,ETV1_HUMAN,RWPE-1,,"FLAG(Sigma, cat# F1804, lot# 080M6035)", 3.5.2.2.4,Homo sapiens,22012618,"GSM738824,GSE29808",,967
PEAKS010477,SMAD1_HUMAN,U937,bmp,SMAD1, 7.1.1.1.1,Homo sapiens,22036566,"GSM722425,GSE29195",,967
PEAKS010221,RARA_HUMAN,NB4,,RAR, 2.1.2.1.1,Homo sapiens,20159609,"GSM468182,GSE18886",,966
PEAKS010264,TAL1_HUMAN,Leukemic T-cell,,anti-TAL1 Ab (Santa Cruz sc-12984), 1.2.3.1.1,Homo sapiens,21179004,"GSM614003,GSE25000",,966
PEAKS010475,STA5A_HUMAN,T cell,IL-2,STAT5A, 6.2.1.0.5,Homo sapiens,21516110,"GSM671400,GSE27158",,966
PEAKS030071,CREM_HUMAN,LoVo,,CREM, 1.1.7.1.3,Homo sapiens,23953112,,,966
PEAKS010293,FOXA1_HUMAN,MCF-7 breast cancer cell line,ethanol,ab5089, 3.3.1.1.1,Homo sapiens,21572391,"GSM588929,GSE23852",,965
PEAKS020128,TEAD4_HUMAN,K562,,TEAD4_(SC-101184), 3.6.1.0.2,Homo sapiens,,GSM1010895,wgEncodeEH002333,965
PEAKS020132,COE1_HUMAN,GM12878,,EBF1_(SC-137065), 6.1.5.0.1,Homo sapiens,,GSM935375,wgEncodeEH001832,965
PEAKS020149,JUN_HUMAN,K562,IFNa30,c-Jun, 1.1.1.1.1,Homo sapiens,,GSM935521,wgEncodeEH002805,965
PEAKS030144,ZN407_HUMAN,LoVo,,ZNF407, 2.3.4.0.73,Homo sapiens,23953112,,,965
PEAKS010265,TAL1_HUMAN,Pro-erythroblasts,,anti-TAL1 Ab (Santa Cruz sc-12984), 1.2.3.1.1,Homo sapiens,21179004,"GSM614004,GSE25000",,964
PEAKS010379,TF65_HUMAN,GM19193,TNF-alpha induced (6h),NF?B p65 (C-20) rabbit polyclonal antibody, 6.1.1.2.1,Homo sapiens,20299548,"GSM486271,GSM486270,GSE19485,GSM486269",,964
PEAKS020108,CTCF_HUMAN,A549,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM1022639,GSM1022640",wgEncodeEH001890,964
PEAKS010124,ANDR_HUMAN,metastatic prostate cancer tissue,,AR, 2.1.1.1.4,Homo sapiens,20478527,"GSM353651,GSE14092",,963
PEAKS020129,GABPA_HUMAN,GM12878,,GABP, 3.5.2.1.4,Homo sapiens,,GSM803356,wgEncodeEH001462,963
PEAKS020535,USF1_HUMAN,A549,EtOH_0.02pct,USF-1, 1.2.6.2.1,Homo sapiens,,GSM1010828,wgEncodeEH002291,962
PEAKS000510,TF65_HUMAN,"HeLa B2, GR KO",TA+TNF?,anti p65, 6.1.1.2.1,Homo sapiens,21750107,"GSM604655,GSE24518",,961
PEAKS010216,RARA_HUMAN,UPR9,,RAR, 2.1.2.1.1,Homo sapiens,20159609,"GSM468211,GSE18886",,960
PEAKS010607,GATA1_HUMAN,Pro-erythroblasts,,GATA1, 2.2.1.1.1,Homo sapiens,22036566,"GSM722394,GSM722395,GSE29194",,960
PEAKS020241,TF7L2_HUMAN,HeLa-S3,,TCF7L2, 4.1.3.0.3,Homo sapiens,,GSM816436,wgEncodeEH002069,960
